Sensors,SUNANGLE,Status,Latitude,Longitude,Temperature 2m,Dewpoint 2m,Pressure,Precipitation,GHI,DHI,BNI,LightHouse,Time ,Date,Timestamp,Year,hours
ML1 Status,1.602896094,off,51.2,-4.202,14.30365042,12.60348663,101104.1908,1.80E-06,29.80950375,28.45001389,13.26944111,BullPointPost,04:20:35,27-06-2023,00:00:00,2023,4.343055556
Light,3.456350634,off,59.086,-4.407,11.08290489,8.633135073,102063.1416,9.67E-06,17.44572692,17.44572692,0,Sule_Skerry,03:53:19,27-06-2023,00:00:00,2023,3.888611111
ML1 Status,-1.774706728,off,50.535,-5.034,14.65828701,12.37326842,100896.4115,0.000213904,27.04968944,27.04968944,0,Trevose,03:52:20,27-06-2023,00:00:00,2023,3.872222222
Main Optic,4.726289414,off,60.741,-0.795,11.11952443,9.596701302,101761.8941,5.72E-05,22.61171283,22.61171283,0,Balta_Sound,03:41:01,27-06-2023,00:00:00,2023,3.683611111
Optic Main,2.181587607,off,59.39,-2.382,10.53743545,7.912894832,102049.8488,8.12E-06,12.52441117,12.52441117,0,North_Ronaldsay,03:28:09,27-06-2023,00:00:00,2023,3.469166667
Light,0.729124988,off,58.85,-3.014,10.28004865,8.434605238,101933.1489,1.12E-06,12.92316672,12.89708839,0.366378889,Flotta_Grinds_Buoy,03:16:46,27-06-2023,00:00:00,2023,3.279444444
Main optic,-0.368561063,off,59.998,-1.159,10.76168769,8.726785292,101866.8796,6.46E-06,19.65894444,19.61495694,0.616495833,Mousa,02:40:50,27-06-2023,00:00:00,2023,2.680555556
Light,-2.657350837,off,59.122,-5.816,11.18335128,8.762239228,102132.6937,1.82E-05,1.822872333,1.822872333,0,North_Rona,02:22:44,27-06-2023,00:00:00,2023,2.378888889
Light,-4.429372126,on,59.122,-5.816,11.03182345,8.324271361,102224.216,1.76E-05,0,0,0,North_Rona,22:46:44,26-06-2023,00:00:00,2023,22.77888889
Main optic,-2.361743878,on,59.998,-1.159,10.760995,8.966764242,102026.855,2.49E-07,0,0,0,Mousa,22:19:20,26-06-2023,00:00:00,2023,22.32222222
Light,-2.338142159,on,59.086,-4.407,10.91794312,8.250057837,102301.0369,4.23E-06,0,0,0,Sule_Skerry,22:17:19,26-06-2023,00:00:00,2023,22.28861111
Optic Main,-1.86760936,on,59.854,-1.276,10.74590831,8.985189673,102113.1861,5.93E-08,0,0,0,Sumburgh_Head,22:05:03,26-06-2023,00:00:00,2023,22.08416667
Optic Main,-1.634237271,on,59.39,-2.382,10.63867716,8.923658784,102203.2837,7.19E-07,0,0,0,North_Ronaldsay,21:57:26,26-06-2023,00:00:00,2023,21.95722222
Main Optic,-0.802577803,on,60.741,-0.795,11.12459133,8.781712188,101929.4117,7.76E-06,0,0,0,Balta_Sound,21:50:56,26-06-2023,00:00:00,2023,21.84888889
Light,-1.070174529,on,58.85,-3.014,10.41495514,8.32427958,102098.7196,6.72E-07,0,0,0,Flotta_Grinds_Buoy,21:41:47,26-06-2023,00:00:00,2023,21.69638889
Main Optic,-0.00277029,on,58.672,-3.377,10.39162269,7.822331677,101898.9202,0,0.180780667,0.180780667,0,Dunnet_Head,21:23:39,26-06-2023,00:00:00,2023,21.39416667
ML1 Status,-2.483918033,on,49.868,-6.435,14.73597383,10.54345543,101681.4809,2.21E-06,0,0,0,BishopRock,21:04:11,26-06-2023,00:00:00,2023,21.06972222
ML1 Status,-1.505025673,on,49.935,-5.801,14.20786441,10.32679215,101595.8833,0.000444924,0,0,0,WolfRock,20:50:19,26-06-2023,00:00:00,2023,20.83861111
ML1 Status,-1.235202359,on,51.2,-4.202,15.14571674,11.52705402,101286.8283,0,0,0,0,BullPointPost,20:47:53,26-06-2023,00:00:00,2023,20.79805556
ML1 Status,-1.396979018,on,49.961,-5.203,13.50514005,9.992970374,101441.4706,0.000908355,0,0,0,Lizard,20:46:42,26-06-2023,00:00:00,2023,20.77833333
ML1 Status,-1.007057498,on,50.535,-5.034,14.61067845,10.58994882,101210.728,1.58E-05,0,0,0,Trevose,20:44:41,26-06-2023,00:00:00,2023,20.74472222
Main Status,5.99624655,on,50.235,-5.401,14.37939469,10.98089421,101348.4795,0.000308231,0.570339,0.570339,0,Godrevy,19:45:09,26-06-2023,00:00:00,2023,19.7525
ML1 Status,8.699214085,off,50.535,-5.034,11.99955505,10.12500139,101108,0.0001,51.84346181,51.84346181,0,Trevose,05:20:49,26-06-2023,00:00:00,2023,5.346944444
Main Status,7.126646699,off,50.235,-5.401,12.02411132,10.05913345,101296.0538,4.17E-05,63.45176,55.73384,23.5243,Godrevy,05:12:00,26-06-2023,00:00:00,2023,5.2
Main Optic,11.77450505,off,58.672,-3.377,9.97432948,6.420372659,102032.8196,3.38E-07,30.2645155,30.2645155,0,Dunnet_Head,05:10:18,26-06-2023,00:00:00,2023,5.171666667
ML1 Status,4.271966148,on,50.535,-5.034,12.22742963,10.29220184,101107.1451,5.76E-05,80.27948472,80.27948472,0,Trevose,04:48:10,26-06-2023,00:00:00,2023,4.802777778
ML1 Status,2.300930221,off,51.2,-4.202,13.02118498,10.40731022,101160.3026,0.000103838,48.81857136,34.63125806,69.92707031,BullPointPost,04:26:07,26-06-2023,00:00:00,2023,4.435277778
ML1 Status,-0.363028396,off,49.935,-5.801,13.1602015,9.194716644,101653.878,3.24E-05,16.18452667,16.18452667,0,WolfRock,04:14:30,26-06-2023,00:00:00,2023,4.241666667
ML1 Status,-0.847758597,off,49.868,-6.435,13.08808872,9.320403973,101764.3844,6.64E-05,14.01543822,14.01543822,0,BishopRock,04:12:16,26-06-2023,00:00:00,2023,4.204444444
ML1 Status,-0.696578603,off,50.535,-5.034,11.74822434,9.746535492,101107.9233,0.000186664,11.34155533,11.34155533,0,Trevose,04:04:44,26-06-2023,00:00:00,2023,4.078888889
ML1 Status,-1.392060961,off,49.961,-5.203,12.29648955,9.429420577,101468.9439,1.53E-05,7.231962056,7.231962056,0,Lizard,04:00:37,26-06-2023,00:00:00,2023,4.010277778
Optic Main,4.951280968,off,59.39,-2.382,10.13302355,5.993245218,102414.438,0,30.16164989,30.16164989,0,North_Ronaldsay,03:58:38,26-06-2023,00:00:00,2023,3.977222222
Light,2.453164039,off,59.086,-4.407,9.828819136,4.99667341,102545.0071,0,28.93810222,28.90198222,0.5026,Sule_Skerry,03:41:20,26-06-2023,00:00:00,2023,3.688888889
Optic Main,3.486981258,off,59.854,-1.276,10.26661322,6.800041676,102305.5792,1.80E-06,31.38772689,31.38772689,0,Sumburgh_Head,03:34:52,26-06-2023,00:00:00,2023,3.581111111
Light,1.712127361,off,58.85,-3.014,10.02091486,6.331313932,102242.8179,2.57E-07,18.5157775,17.45950028,14.06380756,Flotta_Grinds_Buoy,03:28:46,26-06-2023,00:00:00,2023,3.479444444
Main Optic,1.471105566,off,60.741,-0.795,10.09605053,5.97942651,102275.1025,0,27.00171944,27.00148889,0.003833333,Balta_Sound,02:59:35,26-06-2023,00:00:00,2023,2.993055556
Main optic,-0.158628862,off,59.998,-1.159,10.33056555,6.729864653,102239.3797,3.59E-07,26.31352572,25.90121697,5.597263583,Mousa,02:43:47,26-06-2023,00:00:00,2023,2.729722222
Light,-6.800039006,off,59.122,-5.816,9.247962884,4.727589423,102587.4936,0,0,0,0,North_Rona,01:16:45,26-06-2023,00:00:00,2023,1.279166667
Light,-5.619288836,on,59.122,-5.816,9.412019243,4.635407917,102664.1153,0,0,0,0,North_Rona,23:04:44,25-06-2023,00:00:00,2023,23.07888889
Main optic,-2.371713179,on,59.998,-1.159,10.7350024,7.170031256,102261.8048,1.40E-07,0,0,0,Mousa,22:20:03,25-06-2023,00:00:00,2023,22.33416667
Optic Main,-2.234040471,on,59.854,-1.276,10.74450967,7.305915355,102313.1882,0,0,0,0,Sumburgh_Head,22:14:39,25-06-2023,00:00:00,2023,22.24416667
Light,-1.788952795,on,59.086,-4.407,10.18968397,5.380220293,102609.391,4.62E-06,0,0,0,Sule_Skerry,22:05:20,25-06-2023,00:00:00,2023,22.08888889
Main Optic,-0.060104824,on,60.741,-0.795,10.77017135,6.297026334,102334.375,3.32E-07,0,0,0,Balta_Sound,21:36:45,25-06-2023,00:00:00,2023,21.6125
Optic Main,0.171016811,on,59.39,-2.382,10.45022535,6.893341273,102410.0123,0,0.4008515,0.4008515,0,North_Ronaldsay,21:24:18,25-06-2023,00:00:00,2023,21.405
Light,0.40021352,on,58.85,-3.014,10.32003937,7.30796901,102251.6535,4.48E-08,0.301416111,0.301416111,0,Flotta_Grinds_Buoy,21:18:14,25-06-2023,00:00:00,2023,21.30388889
Main Optic,1.137087331,on,58.672,-3.377,10.33961474,7.378705643,102031.7809,2.14E-06,0.332966833,0.332966833,0,Dunnet_Head,21:08:13,25-06-2023,00:00:00,2023,21.13694444
ML1 Status,-1.959806028,on,49.961,-5.203,12.78616248,9.977219692,101643.4797,2.19E-05,0,0,0,Lizard,20:53:41,25-06-2023,00:00:00,2023,20.89472222
ML1 Status,-1.705615202,on,50.535,-5.034,12.23043488,9.614170938,101325.1806,2.40E-05,0,0,0,Trevose,20:53:15,25-06-2023,00:00:00,2023,20.8875
ML1 Status,-1.043790362,on,49.868,-6.435,13.33046869,9.665262888,101960.7753,7.70E-05,0,0,0,BishopRock,20:47:06,25-06-2023,00:00:00,2023,20.785
ML1 Status,-0.216318855,on,49.935,-5.801,13.2122729,10.12999007,101848.054,0.000123522,0,0,0,WolfRock,20:36:08,25-06-2023,00:00:00,2023,20.60222222
ML1 Status,3.05387939,on,51.2,-4.202,13.18752255,10.03269012,101234.2167,3.56E-05,1.917580667,1.917580667,0,BullPointPost,20:06:57,25-06-2023,00:00:00,2023,20.11583333
ML1 Status,9.584328908,on,50.184,-4.268,14.12841857,10.48710274,101467.4835,3.27E-06,35.04711936,35.04711936,0,Eddystone,19:14:41,25-06-2023,00:00:00,2023,19.24472222
Main Status,12.12346368,on,50.235,-5.401,13.23150067,10.1263964,101537.3008,3.26E-05,35.32374,35.32374,0,Godrevy,19:02:00,25-06-2023,00:00:00,2023,19.03333333
ML1 Status,16.14986276,off,50.184,-4.268,14.00585059,10.58761228,101466.097,4.99E-06,23.67184133,23.67184133,0,Eddystone,18:30:24,25-06-2023,00:00:00,2023,18.50666667
ML1 Status,37.65414645,on,50.184,-4.268,14.63507786,8.913922281,101514.7018,3.01E-06,321.8106491,221.6690246,179.9022787,Eddystone,16:14:17,25-06-2023,00:00:00,2023,16.23805556
ML1 Status,38.95773587,off,50.184,-4.268,14.62771356,8.981296623,101519.7696,1.69E-06,335.6758191,230.4003021,181.3464549,Eddystone,16:06:02,25-06-2023,00:00:00,2023,16.10055556
ML1 Status,25.03268941,off,49.961,-5.203,14.79814534,13.87541849,101778.5761,0.000103377,212.9864289,171.4335118,74.86788917,Lizard,07:09:55,25-06-2023,00:00:00,2023,7.165277778
Main Status,20.708261,off,50.235,-5.401,14.1922201,12.65687778,101675.5833,0.000123512,209.9715233,168.4340583,75.37489833,Godrevy,06:43:00,25-06-2023,00:00:00,2023,6.716666667
ML1 Status,17.89403011,on,49.961,-5.203,14.86200853,14.13605687,101772.832,0.000326023,123.4406279,111.1506681,23.11770481,Lizard,06:24:31,25-06-2023,00:00:00,2023,6.408611111
ML1 Status,12.99609463,off,49.935,-5.801,14.71181726,13.59868943,101975.1795,0.000209673,126.0139256,126.0139256,0,WolfRock,05:54:46,25-06-2023,00:00:00,2023,5.912777778
ML1 Status,11.27918486,off,49.961,-5.203,14.8293673,14.05766172,101773.3812,0.000219397,152.6610071,132.2417944,38.40902144,Lizard,05:40:44,25-06-2023,00:00:00,2023,5.678888889
Main Optic,10.54245162,off,58.672,-3.377,9.779299934,7.25184925,101841.3134,7.58E-05,69.341914,69.341914,0,Dunnet_Head,04:59:08,25-06-2023,00:00:00,2023,4.985555556
ML1 Status,4.946814451,off,51.2,-4.202,13.06000436,11.47780392,101438.9908,3.97E-05,93.47817261,92.84859594,1.556088,BullPointPost,04:46:59,25-06-2023,00:00:00,2023,4.783055556
ML1 Status,2.98160062,off,49.868,-6.435,14.98797481,14.11171452,102095.1556,0.000508638,38.93244822,38.90618389,0.308367889,BishopRock,04:46:04,25-06-2023,00:00:00,2023,4.767777778
ML1 Status,3.923692668,off,50.535,-5.034,14.12030872,13.27413805,101448.3772,0.000210816,60.26129556,60.26129556,0,Trevose,04:45:04,25-06-2023,00:00:00,2023,4.751111111
Optic Main,3.088585502,off,59.854,-1.276,10.20178355,7.358028031,101942.1277,4.63E-05,24.1867065,24.177667,0.127361,Sumburgh_Head,03:29:42,25-06-2023,00:00:00,2023,3.495
Optic Main,2.05414887,off,59.39,-2.382,9.634036824,7.770138431,102106.915,6.65E-05,15.65460075,15.65460075,0,North_Ronaldsay,03:25:27,25-06-2023,00:00:00,2023,3.424166667
Light,1.275973785,off,58.85,-3.014,9.682041901,7.558839406,101982.1257,6.26E-05,14.69699058,14.66019697,0.505547139,Flotta_Grinds_Buoy,03:22:47,25-06-2023,00:00:00,2023,3.379722222
Main Optic,2.942473668,off,60.741,-0.795,10.25464189,7.322416924,101985.0638,8.65E-05,35.18624172,31.31797717,23.41488344,Balta_Sound,03:18:38,25-06-2023,00:00:00,2023,3.310555556
Light,0.191714192,off,59.086,-4.407,9.826112398,6.679313986,102421.6083,3.36E-05,9.657494444,9.657494444,0,Sule_Skerry,03:11:20,25-06-2023,00:00:00,2023,3.188888889
Main optic,-0.925791054,off,59.998,-1.159,10.3022484,7.212408577,101897.1471,4.64E-05,8.449321444,8.417904889,0.426889889,Mousa,02:28:52,25-06-2023,00:00:00,2023,2.481111111
Light,-2.289357747,off,59.122,-5.816,9.601952242,5.559211172,102568.2215,2.35E-05,2.768456056,2.768456056,0,North_Rona,02:28:46,25-06-2023,00:00:00,2023,2.479444444
Light,-2.904932814,on,59.122,-5.816,9.58891047,6.488980478,102526.9728,2.95E-05,0,0,0,North_Rona,22:34:46,24-06-2023,00:00:00,2023,22.57944444
Optic Main,-1.883830633,on,59.39,-2.382,10.40909699,7.348295404,101999.1705,1.94E-05,0,0,0,North_Ronaldsay,22:03:46,24-06-2023,00:00:00,2023,22.06277778
Main optic,-1.687952547,on,59.998,-1.159,10.48034518,7.21887847,101813.3851,7.60E-05,0,0,0,Mousa,22:02:55,24-06-2023,00:00:00,2023,22.04861111
Light,-0.658063647,on,58.85,-3.014,10.29761994,7.392329878,101882.812,2.56E-05,0,0,0,Flotta_Grinds_Buoy,21:34:47,24-06-2023,00:00:00,2023,21.57972222
Light,0.597047593,on,59.086,-4.407,10.43603069,6.970552143,102268.7419,5.62E-05,0.846920417,0.846920417,0,Sule_Skerry,21:23:21,24-06-2023,00:00:00,2023,21.38916667
Optic Main,0.927498281,on,59.854,-1.276,10.56938764,7.503635976,101819.3103,0.000106886,0.44516,0.44516,0,Sumburgh_Head,21:13:30,24-06-2023,00:00:00,2023,21.225
Main Optic,2.223032554,on,60.741,-0.795,10.4099153,6.898295956,101897.0156,4.29E-05,1.458463667,1.458463667,0,Balta_Sound,21:02:18,24-06-2023,00:00:00,2023,21.03833333
ML1 Status,-1.097148441,on,49.868,-6.435,15.44225063,13.69889234,102451.2322,3.16E-06,0,0,0,BishopRock,20:47:42,24-06-2023,00:00:00,2023,20.795
ML1 Status,-1.097138942,on,49.961,-5.203,15.27867657,13.24050797,102151.7916,5.19E-06,0,0,0,Lizard,20:43:13,24-06-2023,00:00:00,2023,20.72027778
ML1 Status,0.606033133,on,49.935,-5.801,15.18127881,13.3001351,102362.9952,0,1.898042889,1.898042889,0,WolfRock,20:28:19,24-06-2023,00:00:00,2023,20.47194444
ML1 Status,2.094060867,on,51.2,-4.202,14.44944053,12.20422178,101737.7811,0.00015035,2.854898222,2.854898222,0,BullPointPost,20:14:56,24-06-2023,00:00:00,2023,20.24888889
ML1 Status,4.96971266,on,50.535,-5.034,14.57254875,12.53288156,101813.5854,0.000888702,0.457808556,0.457808556,0,Trevose,19:52:26,24-06-2023,00:00:00,2023,19.87388889
Main Optic,11.23058635,on,58.672,-3.377,10.44205915,7.616879805,101527.4964,2.65E-05,18.75420525,18.75420525,0,Dunnet_Head,19:27:09,24-06-2023,00:00:00,2023,19.4525
Main Status,11.2349295,on,50.235,-5.401,15.48469675,11.87395457,102027.2012,1.95E-05,42.5209,41.32533333,5.756053333,Godrevy,19:08:00,24-06-2023,00:00:00,2023,19.13333333
ML1 Status,12.61320447,off,50.535,-5.034,14.79687621,11.91560423,101830.861,5.42E-05,4.901743,4.8962165,0.0263725,Trevose,18:57:54,24-06-2023,00:00:00,2023,18.965
ML1 Status,13.97771234,on,50.184,-4.268,16.2448705,13.54223024,101969.5987,2.66E-08,18.0523785,13.3047885,30.1040505,Eddystone,18:44:42,24-06-2023,00:00:00,2023,18.745
ML1 Status,15.22311879,off,50.184,-4.268,16.31751346,13.64044501,101970.1389,4.09E-08,26.41558606,19.10284939,46.36941983,Eddystone,18:36:26,24-06-2023,00:00:00,2023,18.60722222
ML1 Status,18.44189325,on,50.535,-5.034,15.893623,11.89373695,101837.568,3.27E-06,137.9064503,69.51447133,221.6941879,Trevose,18:19:07,24-06-2023,00:00:00,2023,18.31861111
ML1 Status,33.90332075,on,50.184,-4.268,17.08110567,14.75649088,101969.5073,1.53E-06,258.7574025,66.73604694,546.8206785,Eddystone,16:37:46,24-06-2023,00:00:00,2023,16.62944444
ML1 Status,35.22234981,off,50.184,-4.268,17.00028051,14.91092716,101991.747,2.38E-05,415.7557475,102.2804683,627.7251742,Eddystone,16:29:30,24-06-2023,00:00:00,2023,16.49166667
ML1 Status,51.09144398,off,50.535,-5.034,16.64440252,15.06740662,101867.4454,7.83E-06,561.8589632,93.89983944,766.8193123,Trevose,14:46:58,24-06-2023,00:00:00,2023,14.78277778
ML1 Status,61.02953656,on,50.535,-5.034,17.57431078,15.41619023,101892.2286,4.47E-06,436.5307954,307.6812063,156.8224154,Trevose,13:14:55,24-06-2023,00:00:00,2023,13.24861111
ML1 Status,56.53814418,off,49.961,-5.203,16.92883241,14.87119928,102216.9179,1.38E-05,803.4932417,169.7032188,712.9422375,Lizard,10:38:45,24-06-2023,00:00:00,2023,10.64583333
ML1 Status,56.1348864,off,50.535,-5.034,16.85724187,14.77881741,101910.8101,1.24E-05,764.7984246,190.8177788,647.9452263,Trevose,10:38:03,24-06-2023,00:00:00,2023,10.63416667
ML1 Status,47.85374648,on,50.535,-5.034,16.22067345,14.32102625,101938.4306,2.45E-05,530.9116887,285.4025933,279.5577283,Trevose,09:35:18,24-06-2023,00:00:00,2023,9.588333333
ML1 Status,41.44390423,off,49.935,-5.801,15.3225231,14.34495091,102422.6177,0.000120607,442.8504475,323.9465875,141.6390713,WolfRock,08:54:45,24-06-2023,00:00:00,2023,8.9125
ML1 Status,38.28438508,on,49.935,-5.801,15.1610574,14.16410744,102414.7862,0.000206599,368.7218584,293.2893944,89.85565433,WolfRock,08:34:44,24-06-2023,00:00:00,2023,8.578888889
ML1 Status,34.43243843,off,50.535,-5.034,14.72361525,13.48762654,101914.7097,0.000105986,179.8259483,179.8259483,0,Trevose,08:07:49,24-06-2023,00:00:00,2023,8.130277778
ML1 Status,25.11937987,on,50.535,-5.034,14.34911124,13.30462455,101914.2257,0.000244206,183.9958263,183.9958263,0,Trevose,07:09:01,24-06-2023,00:00:00,2023,7.150277778
ML1 Status,22.89602523,off,50.535,-5.034,14.62427577,13.43992158,101913.0193,0.000125708,180.7955902,180.7955902,0,Trevose,06:54:51,24-06-2023,00:00:00,2023,6.914166667
Main Status,15.98430068,off,50.235,-5.401,14.29925763,13.5578722,102056.5992,0.000133662,79.4202,79.4202,0,Godrevy,06:12:00,24-06-2023,00:00:00,2023,6.2
Main Optic,18.66828328,off,58.672,-3.377,13.19345645,11.66527001,101240.1269,0.000513198,59.74611561,59.74611561,0,Dunnet_Head,06:06:22,24-06-2023,00:00:00,2023,6.106111111
ML1 Status,11.2115361,on,49.961,-5.203,14.65752186,13.14383201,102205.2239,0.000527861,143.3935169,142.8710478,1.660015,Lizard,05:39:56,24-06-2023,00:00:00,2023,5.665555556
ML1 Status,9.212981768,off,49.961,-5.203,14.21886918,12.5925319,102190.7548,0.000413622,67.75082972,67.06953694,2.1646375,Lizard,05:26:10,24-06-2023,00:00:00,2023,5.436111111
ML1 Status,4.515678397,off,51.2,-4.202,13.58601533,11.58873725,101920.6824,1.05E-05,121.5330923,95.78966722,87.042677,BullPointPost,04:43:16,24-06-2023,00:00:00,2023,4.721111111
ML1 Status,2.250477535,off,49.935,-5.801,14.68524995,13.29983377,102349.8466,4.02E-05,46.96726578,46.96726578,0,WolfRock,04:37:02,24-06-2023,00:00:00,2023,4.617222222
Light,7.112371604,off,59.086,-4.407,11.61534671,11.12427116,101678.9151,0.000534517,19.64174242,19.57308642,0.9320665,Sule_Skerry,04:29:21,24-06-2023,00:00:00,2023,4.489166667
ML1 Status,1.417866803,on,49.961,-5.203,13.87186117,12.23780137,102187.8682,0.000499509,19.03779656,19.03779656,0,Lizard,04:27:38,24-06-2023,00:00:00,2023,4.460555556
ML1 Status,0.672627318,off,49.868,-6.435,14.99984963,13.65074535,102442.7918,0.00021777,15.93002825,15.93002825,0,BishopRock,04:26:27,24-06-2023,00:00:00,2023,4.440833333
ML1 Status,0.294561966,off,49.961,-5.203,13.81507281,12.20794625,102187.4328,0.00047496,15.44242989,15.44242989,0,Lizard,04:17:38,24-06-2023,00:00:00,2023,4.293888889
Optic Main,6.580805302,off,59.854,-1.276,11.06523948,10.0957006,101775.0375,0.000154884,24.192135,24.192135,0,Sumburgh_Head,04:07:10,24-06-2023,00:00:00,2023,4.119444444
Light,4.477316639,off,58.85,-3.014,11.68220439,10.79268202,101541.7788,0.000845241,39.084028,39.074366,0.114918,Flotta_Grinds_Buoy,03:58:48,24-06-2023,00:00:00,2023,3.98
Optic Main,3.77759108,off,59.39,-2.382,11.54529749,10.64681178,101707.9556,0.000403405,39.30646925,39.30646925,0,North_Ronaldsay,03:45:03,24-06-2023,00:00:00,2023,3.750833333
Main Optic,3.079142979,off,60.741,-0.795,9.447076778,6.289989302,101859.5156,7.37E-05,20.95952378,20.95952378,0,Balta_Sound,03:19:52,24-06-2023,00:00:00,2023,3.331111111
Main optic,0.200067727,off,59.998,-1.159,11.06528357,9.802456659,101747.96,0.000146068,30.677475,30.677475,0,Mousa,02:48:35,24-06-2023,00:00:00,2023,2.809722222
Light,-1.462376158,off,59.122,-5.816,11.33065062,11.08579308,101612.1254,0.000942129,15.35372933,15.35216339,0.027106278,North_Rona,02:46:46,24-06-2023,00:00:00,2023,2.779444444
Light,-2.551375542,on,59.122,-5.816,11.44823603,11.01051609,101975.6077,0.000137472,0,0,0,North_Rona,22:28:46,23-06-2023,00:00:00,2023,22.47944444
Main optic,-1.262148629,on,59.998,-1.159,10.76567455,9.464560259,101954.7279,2.66E-05,0,0,0,Mousa,21:53:00,23-06-2023,00:00:00,2023,21.88333333
Optic Main,-0.593706936,on,59.854,-1.276,10.80950231,9.793241041,102014.369,2.63E-05,0,0,0,Sumburgh_Head,21:38:01,23-06-2023,00:00:00,2023,21.63361111
Main Optic,-0.080091912,on,60.741,-0.795,9.76860301,6.963962027,102006.4481,7.02E-06,0,0,0,Balta_Sound,21:37:25,23-06-2023,00:00:00,2023,21.62361111
Light,0.592909512,on,59.086,-4.407,11.30741324,10.71106381,102083.2124,7.14E-05,0.802333417,0.802333417,0,Sule_Skerry,21:23:27,23-06-2023,00:00:00,2023,21.39083333
Optic Main,0.801851989,on,59.39,-2.382,11.02646544,10.46839602,102074.6244,1.27E-05,0.440086528,0.440086528,0,North_Ronaldsay,21:15:17,23-06-2023,00:00:00,2023,21.25472222
Light,1.385827453,on,58.85,-3.014,11.05727182,10.44436241,101923.7852,0.000143261,0.332342389,0.332342389,0,Flotta_Grinds_Buoy,21:05:14,23-06-2023,00:00:00,2023,21.08722222
ML1 Status,-1.884487825,on,49.961,-5.203,13.17994082,10.4793287,102378.1098,0.000516983,0,0,0,Lizard,20:52:42,23-06-2023,00:00:00,2023,20.87833333
ML1 Status,-1.371056849,on,49.868,-6.435,13.8605277,11.14480646,102624.5771,0.00054781,0,0,0,BishopRock,20:50:51,23-06-2023,00:00:00,2023,20.8475
